molecular_weight	aromaticity	instability	flexibility	gravy_bm	isoelectric_point	charge_at_pH_7	helix_fract	sheet_fract	molar_ext_coef_cysteines
Gallus-gallus_tr|Q5F3Y6|Q5F3Y6-CHICK	-0.00802784537334541	0.0294721117360618	-0.0935411228015815	-0.0447455285289831	0.0386688698144163	0.0327462104236008	0.0857013317469746	0.0424279766368798	-0.00466276918671522	-0.00841238809880633
Callorhinchus-milii_tr|A0A4W3IK76|A0A4W3IK76-CALMI	0.0139946882878988	0.0327948858321172	0.01964110902261	-0.0133235376832849	0.00735896589722211	-0.00479212067741253	-0.0356258903714231	-0.0528567701562162	-0.00461619806598386	-0.0465941586403653
Danio-rerio_tr|A0A0R4IJV5|A0A0R4IJV5-DANRE	0.00487378534093822	0.0437512298758185	-0.0320549693251857	0.00138889690837206	-0.00594990162846051	0.0203692944816234	0.0190390353933386	-0.014864373216428	0.00822761345557433	-0.0129093533993699
Ciona-intestinalis_tr|F6ZRR5|F6ZRR5-CIOIN	-0.0781584101571665	-0.0222110623433936	0.0121222865633952	-0.0584353640506009	0.0369086472742129	0.00891311277796768	-0.051387717347663	0.0216931811937478	0.00930190433385574	-0.0725501382776754
Caenorhabditis-elegans_tr|Q21736|Q21736-CAEEL	-0.111844475005805	-0.0164304311736179	0.056964545288249	0.0485524558901792	-0.0603545752280869	0.00206287706945531	-0.0714915886824367	0.000179947874376897	-0.0311485004829172	-0.125600988228441
Pristionchus-pacificus_tr|A0A2A6CCA3|A0A2A6CCA3-PRIPA	0.131276650021804	-0.00019187530259479	0.00448890119968427	0.024271041180003	-0.00778025700887662	0.0279046537713844	0.113927629394989	-0.0072521943051486	0.0492475963364874	0.16486047899607
Aedes-aegypti_tr|A0A1S4FXZ9|A0A1S4FXZ9-AEDAE	0.0100488634763101	-0.00118267917167734	0.0588440712090408	-0.00612576541917177	-0.0384470793842576	0.0023611475906755	-0.0269646971088331	-0.0257028009337341	-0.0240850783133852	-0.029962792024049
Drosophila-melanogaster_sp|Q9VVK8|DDX52-DROME	0.0229913314726311	-0.0314843726516489	0.0289949514536419	0.0724256600636472	-0.0539315671463929	0.0495620481019718	0.0698676087198625	-0.0521010688575863	0.0190237642842348	-0.0179633830060926
Schistosoma-mansoni_tr|G4VN93|G4VN93-SCHMA	0.0355334175018586	-0.0210030599232726	0.0694597002573389	-0.0515433753164808	-0.0157974771724206	0.0421637894288699	0.054773591358159	0.000768397360464996	0.0175491906302841	0.0907607517137237
Schmidtea-mediterranea_maker-scaffold7560-augustus-gene-0.29-mRNA-1	0.00485495293802319	0.0867857428493054	0.0130595629821223	-0.0538062125490351	0.100005155472079	0.0440986362610606	0.0332759740460596	0.167761452294509	-0.0226708030981424	0.018917763012245
Mnemiopsis-leidyi_gb|GFAT01079845.1|.p1	-0.00957294750440299	0.0898091510519178	-0.123884582780873	-0.0358386214983611	0.0989397389449644	0.0820082271043807	0.094424055565297	0.10844611706277	-0.0681543463358125	-0.0164178450565788
Monosiga-brevicollis_tr|A9V8Y7|A9V8Y7-MONBE	0.0117911231162859	0.013710792558871	0.0274428411343803	-0.181683155357602	0.152197239560808	0.221692134473094	0.188085459683672	0.0491544366760343	0.0778209111691062	0.0377710733868228
Salpingoeca-rosetta_tr|F2ULR2|F2ULR2-SALR5	-0.027217230777177	-0.0708446959561978	-0.0211020546575741	0.0840233148450071	-0.0962130086753429	-0.142731463259532	-0.105070738974556	-0.0697901764204281	-0.00922830878068736	-0.0317513551668162
Aedes-aegypti_tr|Q0IES3|Q0IES3-AEDAE	-0.0117199617373247	0.1103356121165	0.187576463879907	-0.00613097414755411	-0.0170721846191165	-0.112117950686882	-0.0773788582687693	-0.00892487646741436	-0.0222212148304616	0.0573559174083167
Euglena-gracilis_GEFR01006971.1.p1	-0.00363046247204346	0.00059725728315754	0.070921722090306	-0.0361991977338732	0.0221369542477827	0.0517952840782854	0.102080462757508	0.0156422522978673	0.0773535744286409	-0.0106993463921997
Bodo-saltans_tr|A0A0S4JSZ9|A0A0S4JSZ9-BODSA	-0.000119287603110275	-0.0305163126883564	-0.00339230170059888	-0.0561036956152245	0.0343259322657241	-0.00172657341348712	-0.0497439682270629	0.051248458634038	-0.00451011545776212	-0.0139520549685922
Diplonema-papillatum_KAJ9463346.1	0.0125800107308789	-0.0188714933846701	0.0207598375779459	0.00477460983649466	-0.0108165396727597	0.0390621959896243	0.0651400075049791	-0.0674907963155278	0.0325963019660078	0.0047026648494505
Dictyostelium-discoideum_sp|Q86IZ9|DDX52-DICDI	0.0336045533159726	0.0558281963735211	-0.0805996239074403	0.105157508984492	-0.07138385531847	-0.0352019699666389	-0.0433102113845001	0.00312884617533117	-0.0792499770694109	-0.00737773349072608
Phaeodactylum-tricornutum_tr|B7FSJ5|B7FSJ5-PHATC	-0.0443890497683461	0.0278507904053193	0.132248192666584	-0.00618393560583361	0.0135930679101569	0.0125730779497172	-0.0695089385646238	0.0743621146035328	-0.0142523409534181	-0.00991334862656969
Nannochloropsis-sp_tr|A0A4D9CSS9|A0A4D9CSS9-9STRA	0.0652742726746233	-0.0681812986247487	0.0502972051466162	-0.0350943345227505	-0.00034421363410824	0.0463232285311956	0.101017959818308	-0.00723122690797473	0.0405612321751112	0.0716993136866958
Ostreococcus-tauri_tr|A0A090M4Q5|A0A090M4Q5-OSTTA	0.00114982974522015	-0.00125520679688083	0.0546278864121472	0.0929281988839992	-0.0198625278973455	0.0401714047862012	0.0772192158186839	-0.0763457304017444	0.0217967511869829	-0.0153982014895928
Micromonas-commoda_tr|C1E3B0|C1E3B0-MICCC	-0.141281266777796	-0.0335038208318048	-0.0403888171360068	-0.165705299106379	0.184990289861642	0.0625653040006842	-0.0538506323992119	0.122925772849269	0.0893042334685836	-0.0457451372315915
Bathycoccus-prasinos_tr|K8FF18|K8FF18-9CHLO	0.202291202658095	0.0281275327031649	0.0345657227855172	0.109863828550888	-0.171609720352886	0.0584206480609002	0.198072282683425	-0.116981232337396	-0.123149577630868	0.0834864283675686
Hypsibius-dujardini_tr|A0A9D4TZK5|A0A9D4TZK5-CHLVU	8.66879969229679e-05	-3.81997002989372e-05	-4.30578881616011e-05	7.45428224867975e-05	-5.05632197282066e-05	0.000100976608524342	0.000108645858544791	-0.000166857900377627	0.000120990387235668	2.52666961213836e-05
Chlorella-vulgaris_KAI3438725.1	0.100459440732714	-0.044268182279824	-0.0498979435263914	0.0863845892875519	-0.0585961346551882	0.117018177904407	0.125905546769119	-0.193365017089429	0.140210832529322	0.0292808168951806
Amorphochlora-amoebiformis_CAD8462100.1	-0.155110404511654	-0.00865151674351194	-0.0503567573424565	-0.294719181620734	0.284991086313144	0.191470330510777	0.052404543088083	0.325793427975672	-0.0522309086540775	-0.0875217333560206
Chlamydomonas-reinhardtii_tr|A0A2K3DT16|A0A2K3DT16-CHLRE	0.10672411121394	-0.0793751105538137	-0.287070793708313	0.0719125511710545	-0.0748598820433781	-0.0398909320891229	-0.0769776738897765	-0.169882242271214	0.145292584636479	0.0493941867827121
Volvox-carteri_tr|D8U3I5|D8U3I5-VOLCA	0.0529817177547599	-0.0842017716198566	0.113636958672506	-0.0578559844620251	-0.00871761997012723	-0.193992048418064	-0.129458032371574	-0.00881877598674242	0.179938363132752	-0.0137692706647602
Amorphochlora-amoebiformis_CAD8459021.1	-0.100652501136813	0.0334872360944836	-0.0239550651462172	0.150309422579499	-0.100855889073452	0.0666013173515803	0.0292588167595789	-0.114853860748727	-0.09622370717898	-0.0475882238510484
Giardia-intestinalis_tr|A8B6E0|A8B6E0-GIAIC	-0.0286572820661082	0.0398365157217668	-0.0278455198123267	-0.00536716983492965	-0.00365076132851457	-0.123725118999291	-0.076678072904915	0.0414094539273697	-0.0170202241030673	-0.00294618968945821
Diplonema-papillatum_KAJ9439813.1	-0.0112259269572488	-0.0212828302789747	-0.00437944899309239	0.0745045438167522	-0.101674990405524	0.0309255560141958	0.0232457153213321	-0.0766117469093791	-0.0716740412896929	-0.00528165482121487
Euglena-gracilis_GEFR01001686.1.p1	0.0465564708455602	0.0146963600554449	-0.071220435791305	-0.0114511117275402	0.0326360719109591	0.0300760432017398	0.02489056684814	-0.0979179944477318	-0.0290232289606053	-0.0361036780639648
Schmidtea-mediterranea_augustus-masked-scaffold19457-processed-gene-0.45-mRNA-1	0.0736001824270289	0.0367938727847242	0.0468991695110104	0.0544460878549095	-0.0434273920244302	-0.0146037568940013	-0.00927971195311012	-0.0608743328772973	-0.047879592474477	0.019388883414673
Nematostella-vectensis_tr|A8DVP3|A8DVP3-NEMVE	-0.076068584378562	-0.0261629234644153	-0.0387162660303921	-0.116650436895472	0.176659203973423	0.0420533979714332	-0.0265182260915284	0.0814245271758448	0.132050294985026	-0.0557833273948141
Naegleria-gruberi_tr|D2V2C2|D2V2C2-NAEGR	-0.0318972662019252	0.0757162564142898	-0.091066809267877	-0.00546916446689619	0.0823537332705161	0.0504771244825958	0.0407008223538723	0.113079847002691	-0.0152791252527281	-0.0257913083448506
Symbiodinium-sp_tr|A0A812Y3E9|A0A812Y3E9-9DINO	0.0418280077167647	-0.0192480146690646	0.131365928714442	0.0823557510103984	-0.0094197485258605	-0.0248209130299881	-0.0198627060405302	-0.0323517685556303	0.0188751990978554	0.0299625896631739
Nematostella-vectensis_tr|A7T9S8|A7T9S8-NEMVE	-0.0640570896841869	0.0668544996327229	-0.101545133869295	-0.00817208866000804	-0.0059632495731474	-0.0832564970251216	-0.038107551506743	0.0215816560048489	-0.00815928604354309	-0.031831621235869
Nematostella-vectensis_tr|A8DW78|A8DW78-NEMVE	-0.0859564080750265	-0.0759315651203602	-0.20601137934723	-0.0512132880848927	0.0232444743365757	-0.0677224684210487	-0.0471737012323225	0.0563304115303874	0.0473733508395586	-0.0352145892471605
Schmidtea-mediterranea_augustus-masked-scaffold19457-processed-gene-0.29-mRNA-1	0.025788364429669	0.00401152001674065	0.0969706213373424	0.0733100732901915	-0.0862730000250146	0.0432431409005923	0.0188701234546041	-0.139517228075189	-0.0513901199508616	-0.0189636161815783
Tetraselmis-striata_CAE9078780.1	0.0511695532416569	-0.0950244944030362	0.0294704520519504	0.0128030876473204	-0.0302952454818316	0.0519430546401696	0.0374716755945027	-0.0979608256279777	0.100925259123925	0.0178163402337671
Phaeodactylum-tricornutum_tr|B7GEC7|B7GEC7-PHATC	0.0101637228593592	-0.0206400478689831	0.0600215398924091	-0.0957130390222816	0.068629310280607	-0.0296952687402818	-0.0239864874350199	0.0602350364416365	0.0695335455887206	0.0233065726608303
Mnemiopsis-leidyi_gb|GFAT01003097.1|.p1	-0.116161108684973	0.0164854114739395	-0.0795720198337728	-0.0164512206535658	-0.0173562122487435	0.0204405131011836	-0.0351849198651102	0.0282077279330849	4.45195703800389e-05	-0.0743836135070525
Tetrahymena-thermophila_tr|Q22T03|Q22T03-TETTS	0.0230502719676296	0.000289615666873357	-0.00860527649698208	0.132608827004582	-0.104496208716902	-0.015014250201014	-0.0517344691518684	-0.0511807293342381	0.0820186022612752	-0.00481305417448566
Paramecium-tetraurelia_tr|A0BLP2|A0BLP2-PARTE	-0.022408509402019	0.0241321777764948	-0.0987514358632451	-0.0433725219131996	0.0732221513106249	0.0602095124871917	0.0802350003915276	0.131960407704545	-0.010820812551593	0.014419511692564
Paramecium-tetraurelia_tr|A0C321|A0C321-PARTE	-0.0235822216618034	0.0522473744050851	0.0530948050514541	-0.0293759380748428	0.0664881595299168	0.00802222590987619	-0.042740118396972	0.0942157768219591	-0.0275350077264966	-0.0736686075423403
Plasmodium-falciparum_tr|A0A144A382|A0A144A382-PLAF7	2.0326208478261e-05	0.000106582641481007	1.31877315391423e-05	3.03174056771686e-05	1.15589902015238e-05	3.02808266126188e-05	0.000112173086745917	0.000104630797363465	-0.000109965725713908	2.24951378974862e-05
Porphyra-yezoensis_tr|W7J8Y7|W7J8Y7-PLAFA	0.0371733646168106	0.194924749723711	0.0241182893637765	0.0554464139049765	0.0211406173285134	0.0553785002805939	0.20514827628518	0.19135515104386	-0.201111660224117	0.0411399368640408
Perkinsus-marinus_tr|C5KHX3|C5KHX3-PERM5	0.625904337301143	-0.32094335840686	0.372270081632508	0.71179091950626	-0.795146989440823	-0.538147286153661	-0.18761054362285	-0.401969384521845	0.212483507202537	0.18651046722833
Perkinsus-marinus_tr|C5KB82|C5KB82-PERM5	-0.320748380439392	0.154457058265015	-0.244023612402419	-0.322794906851501	0.229401040827465	0.380917526202534	-0.142860112475033	0.126353551099104	0.148025143974475	-0.147265582781868
Perkinsus-marinus_tr|C5KQF8|C5KQF8-PERM5	0.167281646363531	-0.00640864528093513	0.249020994897183	-1.23047788651349	0.791592098654734	-0.0550771354105504	0.0849846613120419	1.02024665210819	0.553028834825464	0.0106133871241733
Perkinsus-marinus_tr|C5KB83|C5KB83-PERM5	-0.353644917025419	-0.0732851924012398	-0.116212149795373	0.492653181872481	-0.264787080206355	0.117914958308761	-0.0487341860031449	-0.480821942739763	-0.35711400752674	-0.282426567671134
Symbiodinium-sp_tr|A0A812T5E4|A0A812T5E4-9DINO	0.232208993131322	0.0863334342763559	0.0329124728418465	-0.0470895696291433	0.0527589776362556	0.0819633769575831	0.147516980817521	-0.0200735642137134	0.00665833502292741	0.336542947802364
Abeoforma-whisleri_Awhi-evm1s10144	-0.357294240550434	-0.109877393014164	0.096823613681652	-0.31239217374762	0.272245966596529	-0.316330675448357	-0.0942228019808753	0.299338033715736	0.00393346883740079	-0.113064327980657
Sphaeroforma-arctica_tr|A0A0L0GDY1|A0A0L0GDY1-9EUKA	0.0652725761847458	-0.00805254833042633	-0.0164918410898029	0.0563610728015772	-0.0944289775864291	0.0732918284868507	0.0270555392517657	-0.0749378956374938	-0.0729964816874915	0.0216732729484433
Monosiga-brevicollis_tr|A9V0B5|A9V0B5-MONBE	-0.00561237131269395	0.00750804216795508	-0.0552591955744306	-0.0219594311694966	-0.0637206160140083	0.129924055592166	0.0700317221037225	-0.0513246111674033	0.0309691096749299	-0.00596233708933119
Salpingoeca-rosetta_tr|F2UN92|F2UN92-SALR5	-0.127433336627111	-0.0823116924442757	0.105385274812019	0.15472939203602	-0.0506470034772708	-0.214025824619596	-0.137419293430446	-0.126656175709595	0.105164721112099	-0.063274869121783
Schmidtea-mediterranea_maker-scaffold1763-snap-gene-0.39-mRNA-1	-0.0589658931914776	0.102041453228448	-0.0673370509687446	0.0163232624239082	0.0186185563384467	0.0304582884467759	0.0107676962186243	0.0982761224535013	-0.116894490395899	-0.0248334995605953
Schistosoma-mansoni_tr|A0A3Q0KP55|A0A3Q0KP55-SCHMA	-0.107786592782122	0.02839361991636	0.0052367219050368	-0.206546250205319	0.155879381397413	0.0261748170835283	-0.00833836678881894	0.159457452195355	-0.0503389723737554	-0.027673192360643
Caenorhabditis-elegans_tr|Q95XM9|Q95XM9-CAEEL	-0.321060306114222	-0.0955770947584547	-0.168729859620779	0.0541001460032697	-0.0603852774975449	0.0778467839998252	0.0560215699503477	-0.0344642702031734	0.0350413851933758	-0.165322463146017
Pristionchus-pacificus_tr|A0A2A6BSA9|A0A2A6BSA9-PRIPA	0.545422018359421	0.00680633327595847	0.165166073192704	-0.0200503233004409	-0.0240104626559859	-0.0237935071178161	-0.035877782898759	-0.116380352187274	0.0574626094438765	0.192410672650101
Hofstenia-miamia_GFSA01006912.1.p1	-0.101772969413222	0.0906320305601326	-0.137750723578698	-0.205252592268469	0.215224413110864	0.0501118911369587	-0.0259575331575323	0.23769136015976	-0.0576890673212407	-0.0532375666469577
Ciona-intestinalis_tr|F6YGC1|F6YGC1-CIOIN	-0.00568774996452516	-0.00844775309941912	-0.001195315672546	-0.0705448105945564	0.0524064555365637	0.0752812073751808	0.131120294494432	0.0849438872833636	-0.13063585713422	0.00865911378862153
Xenopus-tropicalis_tr|A0A8J0SBQ3|A0A8J0SBQ3-XENTR	-0.022912017289152	-0.0683345217985394	0.272775760060144	0.12168039063009	-0.110074162201551	-0.0395861101233273	-0.152423284210742	-0.0110604236505719	0.103730182234341	-0.0822253315684696
Mus-musculus_sp|Q921N6|DDX27-MOUSE	-0.0285890480799987	0.0172484005693356	-0.136384486319498	0.00344532591452961	0.00507175175134933	0.0117060288039601	-0.00919801687786817	0.0110200659837002	-0.0250146016690851	-0.0485339672555167
Carlito-syrichta_tr|A0A1U7TUM6|A0A1U7TUM6-CARSF	-0.0290758696166625	0.110689615996912	0.0732825163664842	0.031214576170065	-0.076915017836754	-0.0612043294437299	-0.245553991770215	-0.0156416589082882	0.215633500054248	0.109133711652306
Macaca-mulatta_tr|F7HB37|F7HB37-MACMU	-0.08771218634409	0.0369307760393379	-0.246350187723383	-0.0273006754940782	0.0112923672283566	-0.0918609965643207	-0.388872540465548	0.102578577117891	0.0574965815750452	-0.00395021122029175
Pan-troglodytes_tr|A0A2I3THB0|A0A2I3THB0-PANTR	-0.115652140040394	0.0329721017741106	0.00785802538918018	0.0796302589145433	-0.0457629005675947	0.0271270723891416	-0.0405634389726472	0.0946048946515877	-0.0532760674673204	-0.00460704052455642
Homo-sapiens_sp|Q96GQ7|DDX27-HUMAN	0.0275060310740647	-0.0252281704566664	-0.00863272060364729	0.00997074869661919	-0.027045175155085	-0.0161110052091923	-0.0966501558348785	0.00735283087148861	0.0629803423376496	-0.0107231031396907
Callithrix-jacchus_tr|F7INX1|F7INX1-CALJA	0.0459206592122982	-0.0336566859095613	0.0196987018984419	-0.0954293759791274	0.0361824622552018	0.0460598449498708	0.196617648662203	0.0184085896264803	-0.113810916934747	-0.03084631579192
Microcebus-murinus_tr|A0A8C5UMG9|A0A8C5UMG9-MICMU	-0.0432308307947197	-0.0592852278990456	0.0514346549925354	0.0801156447826034	-0.00897814133243221	0.028363807648413	-0.0196271345592253	-0.023510386156492	0.130524071161139	-0.116230760082334
Gallus-gallus_tr|A0A8V0YNF9|A0A8V0YNF9-CHICK	-0.120279746911112	-0.0943952934902322	0.127659509410803	0.142123521865362	-0.229141508555972	-0.0153391292147481	-0.270635078635976	-0.0310058223212878	0.157690542199088	-0.515121433185816
Taeniopygia-guttata_tr|A0A674HJK0|A0A674HJK0-TAEGU	0.0836665042953391	0.127140070520826	0.0809994806170413	-0.182967630010568	0.213427741146	0.175733415102861	0.462386329621979	0.00720975189200991	-0.0591956848704599	0.337735046834233
Callorhinchus-milii_tr|A0A4W3J950|A0A4W3J950-CALMI	0.0124943006967064	0.0365826228605569	0.190289384573528	0.0161561492139324	0.00859865792166221	0.00404172808588321	-0.0456710541568206	0.00842504387370707	0.0396150758806267	-0.0206509568553405
Danio-rerio_tr|Q6DRN0|Q6DRN0-DANRE	0.0157979565335478	0.0454400380359468	0.0237170127287464	0.101662025146694	-0.0619331397608751	-0.0873356255639105	-0.150660433626525	-0.040829313602411	0.101624489843374	-0.0201788232516203
Petromyzon-marinus_tr|S4RDX2|S4RDX2-PETMA	0.0409077604489851	0.000950267937187147	0.0533753418653844	-0.0100941044016487	-0.0623794917955338	0.0567621374170521	0.0314161029895946	-0.0356573725806669	-0.0147022857309707	0.0210573941117134
Aedes-aegypti_tr|Q0IEJ1|Q0IEJ1-AEDAE	0.0450733709767062	0.0829630289675133	-0.126124257588288	0.0630587109226736	-0.029724147014755	0.0167948272850343	-0.0137743973032776	0.0662705169275996	-0.12392527317727	0.043325941611198
Drosophila-melanogaster_tr|Q7JQN4|Q7JQN4-DROME	0.0606644112182846	-0.00925777236392078	-0.00404960963901841	0.0532673137511513	-0.0431124356849346	0.121447032041542	0.179985738855039	-0.0327859810538543	-0.035421099916074	0.0420197801088599
Mnemiopsis-leidyi_gb|GFAT01017468.1|.p1	0.00281296844961494	-0.0162017613391	-0.00316664589374947	0.0316661314770517	0.0197002880198189	0.127408583779026	0.177038425566706	-0.0078975142734987	-0.0645838303099141	-0.0372437384254041
Exaiptasia-diaphana_tr|A0A913XQT5|A0A913XQT5-EXADI	0.241365269779977	-0.121616140597744	-0.00982691109994753	0.523496075345227	-0.461454699397939	0.221380861807548	0.2918941386343	-0.300385266218202	-0.0368747408215051	0.0501562280537875
Nematostella-vectensis_tr|A7SAN9|A7SAN9-NEMVE	52.7192109804006	-111.022111554574	-28.7859022814298	80.0881986440733	-142.003634665543	-112.644423877468	-23.8557054946996	9.88543427428088	124.043671288301	3.94243294708244
Nematostella-vectensis_tr|A7SAP0|A7SAP0-NEMVE	-0.331599835935706	0.198227603388273	-0.0605971562583581	-0.612981252275209	0.616701870595778	0.0358081843593093	-0.0774454179352563	0.24811624957323	-0.0904283954285489	-0.0429732306319271
Hydra-vulgaris_tr|A0A8B7DUW5|A0A8B7DUW5-HYDVU	-0.0141677287737502	0.0527400896621477	-0.0717684600088579	-0.0736342211976277	0.128770400564609	0.101124498995132	0.132137386084238	0.108862229913357	-0.0537990800130192	-0.0344198753867239
Clytia-hemisphaerica_tr|A0A7M5WT77|A0A7M5WT77-9CNID	0.019057808236834	0.0257539013880929	0.019627081849152	0.0751055458638403	-0.0506289125762176	0.167905209316265	0.16390064015132	0.0496247000471731	-0.0985745580003717	-0.0459166509154925
Agaricus-bisporus_tr|A0A8H7FAU6|A0A8H7FAU6-AGABI	-0.0235047716384941	-0.018452297232547	0.0214227994120683	-0.0419539074849374	-0.000576747998301433	0.00374204769364802	0.0444093987955523	0.026896281465589	-0.0222908642184792	-0.0296092767215038
Ustilago-maydis_sp|Q4P9P3|DRS1-USTMA	0.0928834640532564	-0.0224205664514469	-0.0109424407756854	0.0371353607334137	-0.057244145192427	-0.0571316991761036	-0.0344847036917457	-0.132361059361929	-0.0550053595021679	0.0228213765473824
Schizosaccharomyces-pombe_sp|Q09903|DRS1-SCHPO	0.00641341959405505	0.16786931017196	0.0743210190578163	-0.0939899053973914	0.078233379866482	-0.0207130971833569	0.0533495295769933	0.0871416037623685	-0.0778310587004954	0.0401533519192841
