id,molecular_weight,aromaticity,instability,flexibility,gravy_kd,gravy_bm,gravy_ro,isoelectric_point,charge_at_pH_3,charge_at_pH_5,charge_at_pH_7,charge_at_pH_9,charge_at_pH_11,helix_fract,turn_fract,sheet_fract,molar_ext_coef_cysteines,molar_ext_coef_cystines
Volvox-carteri_tr|D8UHU9|D8UHU9-VOLCA,64562.32200000016,0.06620209059233449,42.024756097561024,1.0034458186101294,-0.47131919905771463,0.4872355712603063,0.7178621908127206,8.96015453338623,93.6708994597243,31.75007085204861,10.307884423006868,-0.621677483190112,-55.45614276627995,0.2787456445993032,0.1951219512195122,0.2735191637630662,55810.0,56310.0
Ostreococcus-tauri_tr|A0A090M595|A0A090M595-OSTTA,82120.96220000037,0.06035665294924554,42.905486968450084,1.0086295268916627,-0.7419787332408692,0.4499383572199119,0.7084296501772238,9.039515113830568,132.42869486624235,39.87499077982109,10.591038452341294,0.6227657632732928,-61.58662894931665,0.23593964334705075,0.19890260631001372,0.2962962962962963,66810.0,67060.0
Micromonas-commoda_tr|C1EA42|C1EA42-MICCC,85102.62450000041,0.058355437665782495,48.12586206896571,1.009330801310693,-0.7059428060768547,0.45768766756032253,0.707307119451892,8.723813438415526,130.2174651532608,35.95778925968527,6.593599254294617,-3.594511476868476,-70.96016624828475,0.23474801061007958,0.19363395225464192,0.2931034482758621,66810.0,67060.0
Euglena-gracilis_GEFR01005306.1.p1,70604.50600000026,0.05348460291734197,41.10568881685579,1.0099273855135915,-0.7894544791096509,0.4443422733077904,0.7077704798394449,8.293422508239747,116.19951422354981,31.753826928517356,3.8282260968494484,-6.432535036280967,-60.112066668431254,0.2366288492706645,0.18152350081037277,0.26904376012965964,49390.0,49765.0
Diplonema-papillatum_KAJ9454319.1,73611.56020000028,0.0551301684532925,56.15390505359902,1.007377088716622,-0.5643755383290279,0.47509974160206725,0.7129422911283381,6.837412452697754,107.87518749316786,25.11090578729906,-0.5878116808630409,-12.987945307017725,-72.43632713154494,0.26186830015313933,0.19448698315467075,0.2603369065849923,34380.0,35005.0
Naegleria-gruberi_tr|D2VHF0|D2VHF0-NAEGR,55498.02300000008,0.056795131845841784,34.48580121703853,1.006281557846507,-0.4133562428407786,0.4911200458190151,0.7156151202749141,6.711684608459472,75.99915383562167,18.047227524724732,-0.851951701641184,-10.147167364859541,-57.93051035266049,0.2799188640973631,0.2028397565922921,0.24543610547667344,39420.0,39795.0
Phaeodactylum-tricornutum_tr|B7G1B9|B7G1B9-PHATC,51590.783700000036,0.047619047619047616,50.52770562770571,1.001117719040627,-0.3275819872736173,0.49319995105237385,0.7230298580518847,8.783317756652831,71.74906923837322,24.55593528921517,5.671372064190763,-1.8196344919707386,-34.03107842259885,0.29004329004329005,0.19913419913419914,0.2857142857142857,20400.0,20775.0
Paramecium-tetraurelia_tr|A0E037|A0E037-PARTE,75609.89950000025,0.06666666666666667,42.380166666666774,1.0106053169734155,-0.6873210633946828,0.4821666666666659,0.7055095432856171,9.287589454650881,112.20232883969143,43.65423500861587,17.70191197660148,6.672006744676068,-68.24278165864791,0.2803030303030303,0.2106060606060606,0.24696969696969695,52830.0,52955.0
Tetrahymena-thermophila_tr|Q240I5|Q240I5-TETTS,87917.73330000043,0.0787716955941255,48.673831775701174,1.0154391962813014,-1.0100764732343668,0.44812250712250656,0.6961418503523765,8.685583686828615,139.06716412372683,37.8217513760013,7.427282252487032,-5.436729298162959,-100.51553738657996,0.2590120160213618,0.17757009345794392,0.24566088117489987,82280.0,82405.0
Symbiodinium-sp_tr|A0A812JGY5|A0A812JGY5-9DINO,70414.52140000022,0.0640625,43.97751562500013,1.003598628691984,-0.3215893108298173,0.49832085091420586,0.7220007032348815,5.67397518157959,89.02576271319491,16.27882972497217,-14.929054615085604,-28.872532482372876,-78.94210243727721,0.265625,0.221875,0.3015625,54890.0,55765.0
Perkinsus-marinus_tr|C5LVK1|C5LVK1-PERM5,75751.1078000003,0.05927051671732522,52.337097264437915,1.0147777777777773,-0.9870769230769249,0.4340642735042731,0.6976786324786319,9.20822887420654,134.8158441486992,44.83462087373084,14.689852409093461,4.326534276268916,-70.88904947020264,0.22796352583586627,0.18541033434650456,0.2887537993920972,58330.0,58455.0
Entamoeba-histolytica_tr|C4M058|C4M058-ENTH1,66256.64570000014,0.05641025641025642,42.23692307692317,1.007564798767573,-0.4401887155786637,0.5055226266127469,0.7139399191218944,6.881121635437012,78.7856057521534,16.895311348042696,-0.2388311360333546,-12.694255966830994,-76.16367002161525,0.30427350427350425,0.24444444444444444,0.2512820512820513,40340.0,40965.0
Candida-albicans_sp|Q59W52|PRP28-CANAL,65639.8541000002,0.0774526678141136,36.17297762478484,1.0063187899941832,-0.4592980414969947,0.4989899166181888,0.7137075819274772,6.504563331604003,83.63233212522937,21.196822025995388,-2.396007301921628,-12.181784433823893,-71.8692557522296,0.29604130808950085,0.21858864027538727,0.22547332185886404,56840.0,57090.0
Saccharomyces-cerevisiae_sp|P23394|PRP28-YEAST,66640.50530000018,0.06802721088435373,37.533333333333346,1.0079699233716475,-0.4962260536398462,0.4951482758620696,0.7111647509578538,8.771262168884277,88.56247081359227,27.173699394497163,6.345654782241638,-2.8715068049044277,-64.151913133985,0.29931972789115646,0.22959183673469388,0.22959183673469388,60850.0,60975.0
Exaiptasia-diaphana_tr|A0A913XBN7|A0A913XBN7-EXADI,58331.33970000006,0.06730769230769232,41.7073076923077,1.0011948784722224,-0.32886284722222237,0.5181914062499995,0.7226714409722218,6.2556653976440435,65.37863182092147,16.651632044335678,-4.350694759538783,-13.185267593019333,-56.21308499832614,0.298076923076923,0.23653846153846156,0.2596153846153846,37820.0,38195.0
Clytia-hemisphaerica_tr|A0A7M5VBF3|A0A7M5VBF3-9CNID,65725.86260000018,0.06712564543889846,49.34234079173851,0.99857669187512,-0.42844677137870885,0.506348846228427,0.7234361062633318,7.645435523986817,76.22087697529344,29.20462624974295,2.361967950156405,-9.369702562816855,-48.97177707257309,0.3012048192771084,0.2530120481927711,0.18416523235800344,43320.0,44070.0
Hydra-vulgaris_tr|A0A8B6Y2R4|A0A8B6Y2R4-HYDVU,59065.46290000012,0.07884615384615384,39.10307692307693,0.9979097222222222,-0.19320746527777788,0.5316896701388888,0.7282335069444442,6.165859794616699,62.52224860121731,14.708370914481229,-4.591345667408461,-16.727644722508103,-67.15369825165271,0.3326923076923077,0.22692307692307692,0.23846153846153845,51800.0,52550.0
Bathycoccus-prasinos_tr|K8EP04|K8EP04-9CHLO,61227.218800000155,0.05807622504537205,42.64500907441025,1.001828729281768,-0.1823613668917537,0.5167442193574784,0.7244219357479034,8.667532539367677,79.38531116641299,27.982534057583607,6.545712030205564,-3.9617823291198278,-51.18338994160178,0.3103448275862069,0.22686025408348454,0.2595281306715064,18910.0,19410.0
Perkinsus-marinus_tr|C5LAB8|C5LAB8-PERM5,70787.06540000027,0.056338028169014086,54.20923317683903,1.0049545694664568,-0.3751364676879729,0.49202835006163154,0.7190561718612434,5.592013359069824,89.06984970861767,14.674623390136873,-14.257386891582229,-27.652936646843315,-80.04294936320017,0.26134585289514867,0.21439749608763692,0.30359937402190923,31860.0,32735.0
Plasmodium-falciparum_tr|A0A5K1K8X8|A0A5K1K8X8-PLAF7,76204.42650000035,0.07067669172932331,36.77670676691733,1.0103862675460848,-0.6382039573820408,0.48205327245053314,0.708403517672925,8.496820259094239,112.25007539066115,32.825795565220005,7.352879956749888,-9.326634562937315,-97.78016179415422,0.2947368421052632,0.2285714285714286,0.24060150375939848,40800.0,41550.0
Porphyra-yezoensis_tr|W7JG82|W7JG82-PLAFA,75519.81090000032,0.07132018209408195,37.02050075872538,1.0100395972008875,-0.6118279569892484,0.4843210445468514,0.709126130739035,8.496820259094239,112.25007539066115,32.825795565220005,7.352879956749888,-9.326634562937315,-97.78016179415422,0.29742033383915023,0.22154779969650987,0.24279210925644917,40800.0,41550.0
Tetrahymena-thermophila_tr|Q23WN3|Q23WN3-TETTS,64436.24790000011,0.05457746478873239,37.953169014084516,1.0049980158730163,-0.37359126984127006,0.5095978174603172,0.717720238095238,8.504105186462404,87.19311955195334,30.20261514291039,5.727866408153403,-6.2678876501463066,-68.46599732146845,0.301056338028169,0.19190140845070422,0.2535211267605634,24870.0,25370.0
Paramecium-tetraurelia_tr|A0C369|A0C369-PARTE,65050.219300000106,0.06007067137809187,48.617314487632626,1.0054022301871768,-0.45706889685384333,0.5066491437674233,0.716142970927917,9.116103553771975,93.70405182800198,37.11154916942241,15.512839778235119,2.451304052413576,-63.718943502291836,0.30212014134275617,0.1943462897526502,0.2385159010600707,41370.0,41995.0
Pristionchus-pacificus_tr|A0A2A6BN97|A0A2A6BN97-PRIPA,67979.60120000021,0.05065359477124183,49.285457516339974,1.0052860559234722,-0.3380794701986749,0.4912985651214121,0.7192917586460645,6.895672416687013,97.16144250471528,25.866208580610802,-0.3971798683205776,-11.33879068866652,-63.092474710353784,0.2712418300653595,0.20098039215686275,0.3104575163398693,17420.0,17920.0
Caenorhabditis-elegans_tr|Q9N5K1|Q9N5K1-CAEEL,70470.48000000036,0.05555555555555555,50.988587301587444,1.0065303679885687,-0.3810289389067531,0.48947481243301194,0.7177045373347619,6.087763023376463,99.53548171847775,20.540590817425866,-5.550643848291813,-16.475883434429818,-73.37512027228556,0.27936507936507937,0.19047619047619047,0.3,18910.0,19410.0
Amorphochlora-amoebiformis_CAD8428454.1,63128.759200000124,0.06896551724137931,47.85862068965527,1.000213627992635,-0.3976877429916105,0.5076054839369756,0.7217618170656843,9.863421058654787,96.63854169581366,49.78930610051163,29.8157928543486,20.175201591962804,-30.667423750040534,0.3067150635208712,0.2087114337568058,0.2577132486388385,45840.0,46215.0
Volvox-carteri_tr|D8UJ10|D8UJ10-VOLCA,62756.117700000184,0.054982817869415807,43.49243986254307,1.0048530778164921,-0.3774293457220286,0.4937694541231125,0.7170905923344956,6.7297025680542,76.33019023608729,22.323981405388267,-1.1991154521793703,-7.607161221447157,-40.60641249022545,0.2457044673539519,0.2594501718213058,0.28350515463917525,36900.0,37025.0
Chlamydomonas-reinhardtii_tr|A0A2K3DW82|A0A2K3DW82-CHLRE,61556.715000000135,0.047368421052631574,43.090526315789596,1.0059584816132865,-0.43246342427837137,0.48586951364175573,0.7151245551601431,6.59328899383545,78.11791418088985,22.311961598578385,-2.112378444177466,-8.696111752770967,-42.42458470380534,0.23859649122807014,0.256140350877193,0.2736842105263158,29910.0,30035.0
Ostreococcus-tauri_tr|Q012X8|Q012X8-OSTTA,61332.266400000204,0.047285464098073555,32.82576182136601,1.0043891849220443,-0.376080521018354,0.4766084468127089,0.718403394513519,5.761109352111816,80.13374004832873,14.771057982485871,-11.077538411482195,-16.476660472839754,-43.8890294428142,0.2311733800350263,0.2189141856392294,0.30647985989492116,30940.0,31065.0
Bathycoccus-prasinos_tr|K8EZ32|K8EZ32-9CHLO,62155.82620000026,0.04869565217391304,36.75932173913045,1.0076917499510085,-0.4694101508916325,0.47135038212816033,0.7129002547521068,5.445709800720214,75.15122081438456,9.488656861132512,-13.462316983879987,-20.969442641620645,-57.859364220381224,0.22956521739130437,0.24,0.27652173913043476,26930.0,27180.0
Micromonas-commoda_tr|C1FGG6|C1FGG6-MICCC,52706.88500000016,0.05197505197505198,29.351372141372128,1.0033049095607227,-0.2598543575287762,0.4962750763448437,0.7215292459478504,5.8598955154418935,66.19058734777985,12.695175121054355,-6.441348852009483,-14.494144444452175,-47.74849925348397,0.26195426195426197,0.19334719334719336,0.30561330561330563,16960.0,17335.0
Symbiodinium-sp_tr|A0A812Y3E9|A0A812Y3E9-9DINO,56248.733900000094,0.0531496062992126,47.80393700787409,1.0079597777777785,-0.4866444444444446,0.4838866666666669,0.7141044444444441,7.717962074279785,87.49185003058875,24.424103992164618,1.5494601080732338,-5.701710108111612,-48.60643892518469,0.25984251968503935,0.2204724409448819,0.2736220472440945,33920.0,34045.0
Giardia-intestinalis_tr|A8BCX9|A8BCX9-GIAIC,70823.02540000028,0.0528,45.536480000000054,1.0039724473257696,-0.40336754907257316,0.4867370790563658,0.7161156131820645,9.726425743103025,110.43306998637065,48.15532139390004,27.318178897639058,17.281334605025023,-37.930491049205315,0.2864,0.1856,0.272,29910.0,30285.0
Tetrahymena-thermophila_tr|Q22T03|Q22T03-TETTS,73933.53470000025,0.057542768273716946,41.761290824261366,1.0144524934383206,-0.7976027996500428,0.4575863517060365,0.6992440944881886,8.554712867736818,114.41276788273609,31.85387931448821,5.39360288948204,-6.053602714646843,-87.06099683015145,0.26127527216174184,0.16485225505443235,0.2986003110419907,30370.0,30495.0
Paramecium-tetraurelia_tr|A0BLP2|A0BLP2-PARTE,62146.27310000002,0.06273062730627306,40.309612546125486,1.0060337078651689,-0.4240532667498956,0.5014719101123598,0.7122784019975037,9.228794288635253,89.43054506711637,36.035105764450265,16.290008007457345,4.860629769806451,-60.38503775791176,0.3118081180811808,0.16051660516605165,0.26199261992619927,24870.0,25245.0
Paramecium-tetraurelia_tr|A0C321|A0C321-PARTE,64681.84180000011,0.06205673758865249,46.31705673758869,1.0071488808952835,-0.4994004796163068,0.49279616306954444,0.7114408473221427,8.709372520446777,84.90518610423699,26.298122186468596,7.123846576182615,-4.188599517203116,-66.01151818958289,0.2907801418439716,0.16843971631205673,0.26241134751773054,17880.0,18380.0
Plasmodium-falciparum_tr|A0A144A382|A0A144A382-PLAF7,82581.26960000032,0.08085106382978724,43.519858156028455,1.0115891917742696,-0.7503267973856206,0.47943870556352614,0.702864658058345,9.546107673645018,136.67665329669654,65.7156339522432,44.13416314460176,25.49134404394316,-90.43634944096917,0.3078014184397163,0.2326241134751773,0.20141843971631207,56730.0,57355.0
Porphyra-yezoensis_tr|W7J8Y7|W7J8Y7-PLAFA,82581.26960000032,0.08085106382978724,43.519858156028455,1.0115891917742696,-0.7503267973856206,0.47943870556352614,0.702864658058345,9.546107673645018,136.67665329669654,65.7156339522432,44.13416314460176,25.49134404394316,-90.43634944096917,0.3078014184397163,0.2326241134751773,0.20141843971631207,56730.0,57355.0
Perkinsus-marinus_tr|C5KHX3|C5KHX3-PERM5,80868.21670000043,0.03333333333333333,49.403333333333585,1.0122342384519358,-0.7191167290886388,0.44443679775280903,0.7042197253433217,8.0897668838501,136.21786341645645,38.719478646988904,3.9647152223704154,-10.75740961640497,-82.42636348751192,0.21944444444444447,0.17222222222222222,0.2986111111111111,25440.0,26190.0
Giardia-intestinalis_tr|A8BFI5|A8BFI5-GIAIC,84455.5658000005,0.06084656084656084,43.05727513227529,1.0035124777183606,-0.3612596553773028,0.4934386512180626,0.7170766488413555,9.433223533630368,120.6605648242541,51.53216257903584,23.07408112378775,10.38483712144307,-53.63787574090077,0.28703703703703703,0.22619047619047616,0.23809523809523808,63370.0,63870.0
Mnemiopsis-leidyi_gb|GFAT01072264.1|.p1,83306.96270000035,0.049664429530201344,38.37127516778532,1.0111971958389874,-0.5607115935474146,0.4837967737072212,0.7049600482436301,9.349285697937013,136.23823294087413,54.34481164485406,24.770695437350668,10.485492046093484,-77.56680107789497,0.2684563758389262,0.19865771812080538,0.26040268456375837,28880.0,29255.0
Exaiptasia-diaphana_tr|A0A913X2P3|A0A913X2P3-EXADI,76534.61450000039,0.050073637702503684,40.055964653902876,1.0115857757906954,-0.609455207815864,0.47378208312634557,0.7046547441629412,9.273889923095702,131.0696289368966,51.07720714471174,20.535112161503037,7.267874151669041,-76.72294004920468,0.2650957290132548,0.18998527245949925,0.2496318114874816,36900.0,37150.0
Nematostella-vectensis_tr|A7RKF5|A7RKF5-NEMVE,63336.28860000017,0.04946996466431096,43.53233215547709,1.0061206690561537,-0.42110712863401,0.49730625248904803,0.7129311031461568,9.44863147735596,99.84362003875549,43.18489921396027,18.853633382787038,9.398772630234049,-50.15185763820814,0.2915194346289753,0.21201413427561838,0.27561837455830385,38850.0,38975.0
Hydra-vulgaris_tr|A0A8B6XZA4|A0A8B6XZA4-HYDVU,83828.91880000042,0.06275579809004092,34.075443383356145,1.0104583908045994,-0.6239540229885059,0.48746773946360117,0.705474329501915,9.651642417907716,138.13831584639138,69.91123715128316,41.87887771755024,25.949532154749576,-67.27425678056994,0.2905866302864939,0.22100954979536153,0.24147339699863574,32890.0,33390.0
Clytia-hemisphaerica_tr|A0A7M5X222|A0A7M5X222-9CNID,73096.75640000032,0.04496124031007752,34.915519379845016,1.011641548927265,-0.6075178789464507,0.47234990406419086,0.7052921681493103,9.299516105651854,130.11085884029472,52.192325534758155,24.70745580227681,8.945743667588417,-76.43629090507379,0.2790697674418604,0.18449612403100776,0.24186046511627907,26930.0,27555.0
Ciona-intestinalis_tr|F7AXN3|F7AXN3-CIOIN,78757.9552000003,0.062228654124457314,39.21450072358904,1.0074034488368309,-0.529103627785911,0.49228517976248554,0.7105872783471613,9.231373023986816,123.69071273645937,50.25694086348486,18.292555714820068,5.496889307315641,-72.04109442605267,0.2865412445730825,0.1968162083936324,0.2662807525325615,48360.0,48610.0
Caenorhabditis-elegans_tr|P91340|P91340-CAEEL,84691.58470000041,0.045576407506702415,42.39171581769449,1.0122073170731702,-0.6683227943390551,0.4632006925624808,0.7033258054802768,9.35850467681885,142.18735341921328,53.38828514009036,24.45856161073644,10.653851580401891,-76.65774489115586,0.25335120643431636,0.1742627345844504,0.29624664879356566,47900.0,48275.0
Sphaeroforma-arctica_tr|A0A0L0FK93|A0A0L0FK93-9EUKA,74182.18800000034,0.05365126676602087,35.900611028316,1.0060534607005196,-0.40941846824199774,0.48130853024970716,0.7168728004022128,5.398362922668457,95.66088516704853,10.915805712873507,-17.072171613941137,-28.955187520248984,-86.27410686862106,0.27868852459016397,0.21460506706408344,0.2742175856929955,42860.0,43360.0
Perkinsus-marinus_tr|C5KTQ6|C5KTQ6-PERM5,78703.92530000037,0.039886039886039885,39.45085470085476,1.0075214537303887,-0.5150976625040026,0.47299199487672106,0.711173551072687,8.85971279144287,122.2229047671611,39.22308727022515,10.016120142283157,-2.3392199052582328,-71.56677644222958,0.28347578347578345,0.21225071225071224,0.22934472934472935,46870.0,47245.0
Entamoeba-histolytica_tr|C4MAZ1|C4MAZ1-ENTH1,69696.30520000025,0.06833333333333333,43.7321833333334,1.0090442942942952,-0.5025525525525529,0.49329316816816793,0.7108727477477482,8.725231742858885,109.81419752680753,33.92336670357946,7.538153521998055,-4.368098089302379,-84.05107893765428,0.3116666666666667,0.16166666666666665,0.2816666666666667,29340.0,29590.0
Schmidtea-mediterranea_maker-scaffold1672-augustus-gene-0.43-mRNA-1,71947.95700000033,0.06825396825396826,38.98952380952386,1.0080693104680236,-0.4892461593426224,0.49048195784208687,0.7120828867452661,8.13856945037842,102.66481235891294,29.23480126637321,3.5674397185515687,-9.684541335038034,-81.09247567340478,0.2873015873015873,0.1984126984126984,0.26031746031746034,53400.0,53900.0
Schistosoma-mansoni_tr|A0A3Q0KLV9|A0A3Q0KLV9-SCHMA,82210.38490000054,0.060191518467852256,39.60300957592353,1.0024367604118631,-0.3501613646841863,0.49992515752266764,0.7198324880897501,9.041578102111817,113.69377935032713,45.217005637050704,16.10901989877408,0.8937550278454012,-64.86108879513657,0.3064295485636115,0.22982216142270862,0.23392612859097128,57870.0,58745.0
Paramecium-tetraurelia_tr|A0CA40|A0CA40-PARTE,85210.25320000041,0.0617283950617284,51.41414266117987,1.0154741870858381,-0.9007088919710278,0.4491636615811376,0.6993650793650795,5.115020561218262,114.62310118963697,5.213887923630068,-32.01171038983307,-44.22396369830051,-126.42456851755352,0.26886145404663925,0.15912208504801098,0.28257887517146774,37360.0,37485.0
Volvox-carteri_tr|D8UCP4|D8UCP4-VOLCA,53485.88590000013,0.03636363636363636,51.932727272727355,0.9992623773670998,-0.2401323294547115,0.501199406798996,0.7231394022359116,9.900168037414549,76.16937343810929,36.8772986158973,17.000783447027175,10.087984687497702,-14.394679517480547,0.2585858585858586,0.1898989898989899,0.33131313131313134,18450.0,18825.0
Agaricus-bisporus_tr|A0A8H7EY10|A0A8H7EY10-AGABI,85628.38370000038,0.045992115637319315,45.54638633377151,1.0098614431164228,-0.6437804338202736,0.4711364910727466,0.7068511140622705,8.53505001068115,130.20555385368635,38.15277147737021,5.115290406532239,-5.028511048826132,-74.16173074755497,0.27726675427069647,0.22339027595269384,0.2680683311432326,49850.0,49975.0
Schizosaccharomyces-pombe_sp|O74393|MAK5-SCHPO,73248.96900000027,0.06172839506172839,42.65740740740748,1.0070770833333338,-0.4511284722222225,0.4987741319444452,0.7144479166666671,9.08212871551514,118.24047691921449,48.91974675240317,15.449614412029106,1.7765145365643633,-73.83945521646717,0.2901234567901234,0.2160493827160494,0.27469135802469136,42860.0,43235.0
Aspergillus-nidulans_sp|Q5BCI0|MAK5-EMENI,85294.71370000043,0.04935064935064935,36.133636363636455,1.0106741032370952,-0.5796150481189849,0.4698148148148143,0.7080256634587345,7.68095989227295,128.30946031755008,33.911474297366794,1.8655752065271685,-8.347359562324087,-76.1518564314252,0.2675324675324675,0.22467532467532467,0.2779220779220779,53400.0,53525.0
Penicillium-chrysogenum_tr|B6GYA7|B6GYA7-PENRW,79216.7665000005,0.04867872044506259,48.01029207232284,1.0128610720425073,-0.60893889670261,0.46710501640881347,0.7046163463041105,6.7770494461059565,119.40557383791611,29.920582326895158,-1.0768379486258226,-11.786214090613328,-82.33366754518536,0.24617524339360225,0.22670375521557723,0.2767732962447844,42400.0,42525.0
Hofstenia-miamia_GFSA01006278.1.p1,64891.82700000027,0.06620209059233449,40.49024390243908,1.0031177856301536,-0.25349430702787573,0.515425795053003,0.7185473105614449,9.536308479309081,97.37862531992572,48.65098198683166,27.58471625519016,14.541006133254399,-50.9916628561119,0.31881533101045295,0.21254355400696862,0.259581881533101,45380.0,46005.0
Danio-rerio_tr|F1Q5L6|F1Q5L6-DANRE,69416.97070000015,0.08589951377633712,43.82724473257711,1.0088033205619404,-0.8625980660463417,0.4709494617770484,0.7070114942528741,9.273341941833493,93.43196038636137,35.73702838568292,14.561560712722525,4.791906761226173,-49.21309348357702,0.24149108589951374,0.293354943273906,0.18314424635332255,69790.0,70165.0
Xenopus-tropicalis_tr|Q6P4W2|Q6P4W2-XENTR,68501.34400000019,0.08866995073891626,42.53466338259453,1.005066185986319,-0.7095766315400261,0.4807652061379181,0.7134498058790901,9.195141792297363,88.56449508023923,32.039345332393935,13.285760113249253,3.2395997103573535,-48.01150191363024,0.25779967159277506,0.26929392446633826,0.20853858784893267,71280.0,71780.0
Gallus-gallus_tr|A0A3S5ZPN3|A0A3S5ZPN3-CHICK,67672.64320000021,0.08955223880597016,41.54928689883922,1.0042599439775912,-0.6089449112978528,0.48836041083099907,0.715096171802053,8.923923301696778,87.71840216240214,30.545552607454795,9.465741751269121,-1.1160384494539528,-55.102390944486295,0.2620232172470979,0.24709784411276947,0.23217247097844113,67270.0,67770.0
Homo-sapiens_sp|P17844|DDX5-HUMAN,69147.28390000024,0.08794788273615635,39.43325732899032,1.0040421708837544,-0.637880454712138,0.48485331866520004,0.7147213054638795,9.064142036437985,92.45960466195223,33.50921193916704,12.451665878386052,1.1072267879873863,-56.18339916016548,0.26384364820846906,0.24592833876221498,0.2198697068403909,70250.0,70750.0
Callithrix-jacchus_tr|A0A8J8YJN0|A0A8J8YJN0-CALJA,69424.76030000023,0.08589951377633712,40.03131280388989,1.0042262360883045,-0.6388067870826492,0.4852271483305969,0.7144553913519429,9.226602363586426,94.67083348493385,37.42632446020271,16.440214066441726,4.5163122199373475,-54.082589133924635,0.26094003241491087,0.2447325769854133,0.22366288492706643,68760.0,69385.0
